1000 2502 
742 129 1 
534 12 1 
534 411 1 
534 732 1 
534 313 1 
534 481 1 
534 805 1 
12 322 1 
12 466 1 
12 359 1 
12 519 1 
12 143 1 
762 917 1 
212 551 1 
212 290 1 
212 279 1 
212 998 1 
460 888 1 
460 789 1 
460 170 1 
460 532 1 
106 337 1 
861 272 1 
861 863 1 
861 348 1 
861 592 1 
861 77 1 
449 997 1 
449 668 1 
449 882 1 
449 663 1 
449 624 1 
449 377 1 
672 538 1 
672 896 1 
672 512 1 
672 393 1 
672 185 1 
672 195 1 
506 99 1 
506 179 1 
506 945 1 
527 473 1 
527 146 1 
527 445 1 
971 809 1 
971 644 1 
176 35 1 
176 864 1 
176 893 1 
176 349 1 
176 856 1 
176 459 1 
176 13 1 
257 694 1 
257 135 1 
257 191 1 
500 152 1 
500 339 1 
500 815 1 
500 528 1 
500 259 1 
500 424 1 
500 581 1 
35 146 1 
35 571 1 
35 507 1 
468 1 1 
468 725 1 
468 386 1 
468 377 1 
468 775 1 
281 862 1 
281 723 1 
281 358 1 
281 616 1 
272 136 1 
272 844 1 
272 222 1 
272 554 1 
622 834 1 
622 601 1 
622 419 1 
622 385 1 
622 991 1 
622 67 1 
925 235 1 
925 324 1 
888 875 1 
888 34 1 
888 40 1 
888 132 1 
888 103 1 
115 106 1 
115 595 1 
115 962 1 
115 740 1 
115 381 1 
789 289 1 
789 648 1 
789 782 1 
789 686 1 
789 912 1 
698 300 1 
698 842 1 
698 649 1 
698 46 1 
698 260 1 
698 890 1 
698 885 1 
698 530 1 
698 832 1 
514 163 1 
514 400 1 
514 288 1 
514 456 1 
514 470 1 
514 686 1 
157 97 1 
157 884 1 
157 47 1 
157 376 1 
157 292 1 
157 813 1 
951 942 1 
951 755 1 
951 336 1 
951 276 1 
364 320 1 
364 826 1 
587 158 1 
587 493 1 
587 945 1 
691 664 1 
691 199 1 
691 611 1 
691 258 1 
691 270 1 
691 952 1 
136 942 1 
136 310 1 
136 114 1 
297 94 1 
297 986 1 
297 85 1 
892 121 1 
892 223 1 
892 9 1 
892 869 1 
630 41 1 
630 45 1 
208 189 1 
208 432 1 
208 833 1 
972 289 1 
972 447 1 
972 124 1 
972 185 1 
972 60 1 
972 679 1 
205 666 1 
205 769 1 
205 225 1 
122 84 1 
122 221 1 
122 185 1 
122 446 1 
582 428 1 
582 702 1 
582 210 1 
408 812 1 
131 807 1 
131 615 1 
131 345 1 
131 605 1 
366 914 1 
366 275 1 
366 173 1 
94 286 1 
94 528 1 
94 840 1 
94 304 1 
864 922 1 
864 694 1 
942 526 1 
942 654 1 
942 477 1 
942 499 1 
6 151 1 
48 332 1 
48 482 1 
48 846 1 
100 834 1 
100 988 1 
100 172 1 
100 263 1 
100 54 1 
100 240 1 
167 960 1 
167 423 1 
487 153 1 
487 676 1 
765 31 1 
765 46 1 
765 508 1 
765 56 1 
765 808 1 
768 647 1 
768 495 1 
768 807 1 
300 815 1 
300 90 1 
875 267 1 
875 608 1 
875 407 1 
875 687 1 
875 504 1 
743 134 1 
743 84 1 
743 694 1 
675 111 1 
675 283 1 
675 387 1 
675 169 1 
834 915 1 
834 207 1 
834 917 1 
834 488 1 
834 140 1 
834 327 1 
411 521 1 
411 557 1 
411 668 1 
20 264 1 
20 620 1 
20 412 1 
20 677 1 
20 71 1 
209 241 1 
209 309 1 
209 324 1 
134 111 1 
134 579 1 
134 75 1 
134 203 1 
134 58 1 
38 196 1 
38 178 1 
38 353 1 
461 323 1 
461 392 1 
461 31 1 
461 519 1 
643 328 1 
643 829 1 
643 571 1 
643 171 1 
643 29 1 
643 570 1 
726 932 1 
726 179 1 
726 15 1 
726 193 1 
966 390 1 
966 406 1 
647 749 1 
647 371 1 
647 868 1 
988 601 1 
988 178 1 
988 629 1 
988 623 1 
988 539 1 
988 791 1 
967 10 1 
967 929 1 
967 712 1 
967 439 1 
440 516 1 
354 189 1 
354 39 1 
196 858 1 
196 542 1 
196 625 1 
10 516 1 
10 903 1 
10 881 1 
551 83 1 
551 886 1 
551 302 1 
863 988 1 
863 627 1 
863 54 1 
943 665 1 
323 924 1 
323 621 1 
64 851 1 
64 713 1 
64 652 1 
64 186 1 
160 708 1 
160 580 1 
34 172 1 
34 769 1 
328 741 1 
328 573 1 
328 255 1 
328 885 1 
847 61 1 
847 623 1 
847 421 1 
847 126 1 
847 183 1 
847 795 1 
627 593 1 
627 148 1 
289 836 1 
289 561 1 
289 68 1 
289 828 1 
289 222 1 
30 22 1 
30 395 1 
664 238 1 
664 5 1 
664 645 1 
664 531 1 
725 968 1 
725 644 1 
170 673 1 
170 360 1 
170 268 1 
836 135 1 
836 282 1 
22 363 1 
22 605 1 
274 313 1 
274 85 1 
274 450 1 
521 244 1 
521 811 1 
521 421 1 
172 626 1 
172 113 1 
172 974 1 
618 235 1 
618 269 1 
618 770 1 
153 415 1 
153 891 1 
153 535 1 
153 275 1 
557 564 1 
557 479 1 
557 792 1 
175 127 1 
175 89 1 
175 879 1 
175 940 1 
175 792 1 
175 939 1 
874 463 1 
874 560 1 
874 341 1 
874 246 1 
874 104 1 
332 228 1 
332 872 1 
332 828 1 
332 431 1 
285 417 1 
285 98 1 
120 982 1 
120 750 1 
120 510 1 
120 559 1 
386 45 1 
244 374 1 
244 456 1 
244 301 1 
732 476 1 
732 214 1 
732 221 1 
732 313 1 
732 458 1 
732 784 1 
732 580 1 
732 165 1 
732 833 1 
189 615 1 
755 294 1 
755 385 1 
839 769 1 
596 206 1 
596 577 1 
596 603 1 
596 441 1 
596 70 1 
976 51 1 
976 790 1 
976 723 1 
263 540 1 
263 91 1 
263 724 1 
413 92 1 
413 690 1 
413 129 1 
413 933 1 
413 335 1 
858 812 1 
111 313 1 
111 165 1 
595 27 1 
595 712 1 
595 226 1 
54 32 1 
54 639 1 
54 787 1 
54 548 1 
41 138 1 
41 692 1 
41 117 1 
893 320 1 
893 9 1 
893 101 1 
842 975 1 
842 137 1 
842 431 1 
495 334 1 
495 309 1 
473 560 1 
473 883 1 
40 625 1 
40 60 1 
968 219 1 
968 950 1 
968 355 1 
968 727 1 
99 692 1 
99 36 1 
99 480 1 
99 93 1 
741 311 1 
741 372 1 
741 333 1 
741 799 1 
802 49 1 
802 667 1 
802 777 1 
814 991 1 
932 603 1 
932 517 1 
932 599 1 
320 550 1 
320 458 1 
320 560 1 
320 763 1 
992 41 1 
992 838 1 
163 772 1 
163 546 1 
409 439 1 
409 721 1 
409 705 1 
997 63 1 
997 307 1 
997 686 1 
997 706 1 
871 483 1 
871 4 1 
871 87 1 
871 261 1 
149 190 1 
149 484 1 
152 911 1 
152 983 1 
985 361 1 
985 313 1 
985 107 1 
985 376 1 
985 81 1 
646 97 1 
646 722 1 
646 168 1 
536 112 1 
536 900 1 
536 652 1 
536 325 1 
400 152 1 
400 228 1 
400 233 1 
400 766 1 
400 706 1 
956 803 1 
956 820 1 
956 645 1 
956 433 1 
561 404 1 
561 518 1 
561 532 1 
561 808 1 
540 927 1 
540 562 1 
540 236 1 
982 455 1 
982 62 1 
960 176 1 
960 598 1 
960 625 1 
447 648 1 
447 401 1 
447 605 1 
901 178 1 
901 363 1 
901 753 1 
392 943 1 
392 959 1 
749 701 1 
749 638 1 
749 712 1 
399 538 1 
399 817 1 
950 110 1 
950 18 1 
950 93 1 
950 816 1 
63 178 1 
63 565 1 
63 56 1 
63 184 1 
513 25 1 
513 50 1 
513 377 1 
603 192 1 
603 929 1 
603 53 1 
610 241 1 
610 957 1 
610 948 1 
610 505 1 
288 88 1 
288 613 1 
288 898 1 
288 986 1 
390 556 1 
390 258 1 
390 798 1 
648 938 1 
648 232 1 
648 825 1 
31 818 1 
31 329 1 
31 71 1 
444 138 1 
444 715 1 
444 69 1 
914 179 1 
914 140 1 
914 403 1 
238 601 1 
238 920 1 
238 471 1 
238 200 1 
138 42 1 
138 330 1 
138 821 1 
138 50 1 
794 700 1 
794 815 1 
794 611 1 
794 975 1 
794 144 1 
179 550 1 
27 478 1 
27 680 1 
27 996 1 
27 335 1 
851 406 1 
851 897 1 
922 49 1 
922 984 1 
287 177 1 
287 146 1 
83 337 1 
83 313 1 
83 959 1 
374 790 1 
374 151 1 
526 599 1 
526 964 1 
336 692 1 
336 831 1 
307 636 1 
307 475 1 
307 185 1 
601 64 1 
601 923 1 
5 782 1 
5 712 1 
112 841 1 
112 427 1 
653 543 1 
653 198 1 
653 75 1 
653 341 1 
692 648 1 
692 754 1 
692 494 1 
692 85 1 
337 395 1 
337 820 1 
654 163 1 
654 844 1 
654 124 1 
17 68 1 
17 50 1 
295 757 1 
295 457 1 
295 304 1 
685 244 1 
685 158 1 
685 118 1 
371 619 1 
371 448 1 
466 803 1 
466 937 1 
466 380 1 
466 727 1 
920 234 1 
920 56 1 
962 516 1 
962 607 1 
962 719 1 
862 56 1 
862 940 1 
862 414 1 
862 445 1 
803 415 1 
803 381 1 
803 934 1 
803 771 1 
349 977 1 
349 437 1 
349 474 1 
678 329 1 
678 800 1 
678 780 1 
72 61 1 
72 719 1 
72 441 1 
72 633 1 
72 182 1 
72 539 1 
177 90 1 
177 0 1 
177 166 1 
25 772 1 
25 184 1 
25 325 1 
456 382 1 
937 811 1 
713 687 1 
713 899 1 
713 877 1 
713 397 1 
713 677 1 
286 687 1 
286 448 1 
395 681 1 
395 96 1 
395 116 1 
395 445 1 
538 698 1 
538 782 1 
463 72 1 
463 283 1 
463 422 1 
463 801 1 
598 717 1 
598 156 1 
598 486 1 
673 649 1 
673 993 1 
673 66 1 
49 852 1 
516 574 1 
97 464 1 
228 297 1 
228 852 1 
228 788 1 
228 800 1 
339 979 1 
339 705 1 
700 224 1 
700 542 1 
700 520 1 
911 575 1 
911 504 1 
911 634 1 
573 904 1 
573 346 1 
334 180 1 
849 195 1 
607 545 1 
607 240 1 
607 503 1 
866 224 1 
866 43 1 
866 585 1 
84 921 1 
84 975 1 
84 498 1 
841 493 1 
668 482 1 
668 908 1 
668 370 1 
872 44 1 
872 492 1 
872 712 1 
649 719 1 
649 384 1 
649 591 1 
782 68 1 
886 574 1 
886 808 1 
224 553 1 
224 155 1 
807 146 1 
772 979 1 
772 433 1 
550 255 1 
550 753 1 
990 407 1 
606 298 1 
606 165 1 
606 204 1 
88 619 1 
88 350 1 
88 159 1 
501 438 1 
844 80 1 
844 28 1 
844 26 1 
882 204 1 
476 409 1 
476 511 1 
476 348 1 
476 684 1 
546 543 1 
546 615 1 
546 471 1 
546 448 1 
546 854 1 
241 40 1 
241 965 1 
241 101 1 
764 344 1 
158 451 1 
158 881 1 
158 341 1 
984 604 1 
984 204 1 
815 651 1 
815 528 1 
815 290 1 
815 655 1 
815 28 1 
815 236 1 
43 716 1 
43 704 1 
43 590 1 
43 183 1 
43 195 1 
43 194 1 
61 757 1 
61 455 1 
722 207 1 
722 481 1 
719 949 1 
719 916 1 
719 978 1 
579 148 1 
178 811 1 
178 899 1 
178 522 1 
613 326 1 
613 269 1 
199 827 1 
199 14 1 
199 796 1 
199 474 1 
199 758 1 
574 108 1 
574 998 1 
574 612 1 
651 950 1 
651 954 1 
404 665 1 
404 705 1 
957 508 1 
957 894 1 
957 59 1 
957 193 1 
608 651 1 
608 279 1 
608 884 1 
608 15 1 
528 786 1 
528 883 1 
330 703 1 
330 151 1 
290 936 1 
290 225 1 
290 760 1 
708 904 1 
708 715 1 
708 143 1 
708 168 1 
310 739 1 
575 916 1 
575 104 1 
490 451 1 
407 640 1 
117 255 1 
117 467 1 
361 148 1 
361 778 1 
164 391 1 
164 693 1 
164 426 1 
164 109 1 
728 562 1 
728 825 1 
728 2 1 
121 249 1 
121 226 1 
121 159 1 
915 372 1 
915 570 1 
207 283 1 
207 421 1 
207 436 1 
207 614 1 
593 748 1 
593 4 1 
593 67 1 
593 331 1 
477 588 1 
477 822 1 
477 981 1 
954 512 1 
954 480 1 
954 832 1 
954 879 1 
954 98 1 
279 773 1 
279 855 1 
279 181 1 
279 599 1 
279 531 1 
670 995 1 
360 375 1 
360 367 1 
360 775 1 
375 813 1 
811 492 1 
811 132 1 
921 938 1 
240 478 1 
240 242 1 
240 161 1 
927 524 1 
927 143 1 
478 373 1 
478 85 1 
478 443 1 
852 859 1 
234 210 1 
745 904 1 
745 756 1 
745 370 1 
214 308 1 
214 398 1 
214 419 1 
214 342 1 
980 889 1 
687 744 1 
687 173 1 
283 442 1 
283 92 1 
283 870 1 
543 216 1 
543 628 1 
701 472 1 
701 811 1 
701 306 1 
308 558 1 
716 192 1 
233 810 1 
146 819 1 
146 868 1 
146 401 1 
146 559 1 
827 626 1 
827 188 1 
827 62 1 
441 626 1 
221 223 1 
221 432 1 
221 113 1 
326 482 1 
326 496 1 
326 350 1 
589 877 1 
936 815 1 
936 181 1 
936 98 1 
633 238 1 
633 203 1 
118 629 1 
118 690 1 
867 887 1 
867 264 1 
867 496 1 
867 87 1 
867 493 1 
681 202 1 
681 276 1 
681 998 1 
818 658 1 
313 197 1 
313 394 1 
428 21 1 
428 683 1 
428 845 1 
428 737 1 
740 623 1 
896 482 1 
896 454 1 
896 457 1 
406 823 1 
44 963 1 
44 452 1 
44 846 1 
316 556 1 
316 107 1 
316 87 1 
524 24 1 
524 389 1 
524 923 1 
556 222 1 
556 578 1 
924 230 1 
924 356 1 
924 402 1 
924 394 1 
820 826 1 
820 572 1 
820 67 1 
619 488 1 
619 144 1 
373 815 1 
373 835 1 
373 752 1 
373 427 1 
373 109 1 
788 824 1 
788 324 1 
588 429 1 
588 309 1 
588 253 1 
588 791 1 
542 357 1 
542 226 1 
542 923 1 
819 897 1 
819 812 1 
819 939 1 
819 52 1 
822 884 1 
822 843 1 
822 486 1 
868 872 1 
868 397 1 
91 292 1 
355 860 1 
70 202 1 
70 358 1 
124 848 1 
124 568 1 
124 479 1 
124 319 1 
124 558 1 
887 279 1 
887 132 1 
887 312 1 
887 995 1 
451 218 1 
451 220 1 
451 663 1 
451 215 1 
24 93 1 
216 504 1 
621 639 1 
621 759 1 
621 824 1 
621 305 1 
948 844 1 
948 355 1 
948 890 1 
398 294 1 
680 450 1 
680 87 1 
680 103 1 
981 825 1 
981 239 1 
981 142 1 
938 296 1 
938 635 1 
938 325 1 
629 683 1 
629 760 1 
564 57 1 
848 621 1 
848 133 1 
415 184 1 
415 778 1 
829 0 1 
829 986 1 
829 450 1 
259 609 1 
259 331 1 
359 867 1 
359 344 1 
46 402 1 
32 806 1 
32 52 1 
717 859 1 
919 357 1 
919 637 1 
36 600 1 
36 975 1 
36 995 1 
36 484 1 
899 987 1 
903 496 1 
638 435 1 
638 510 1 
638 523 1 
611 502 1 
611 215 1 
492 225 1 
492 671 1 
452 727 1 
198 365 1 
198 55 1 
198 769 1 
949 502 1 
949 739 1 
949 139 1 
949 791 1 
174 644 1 
218 229 1 
14 442 1 
14 530 1 
14 304 1 
190 290 1 
190 150 1 
190 232 1 
458 60 1 
380 514 1 
380 939 1 
260 867 1 
260 480 1 
260 21 1 
108 329 1 
108 485 1 
80 172 1 
80 387 1 
583 424 1 
329 967 1 
329 676 1 
329 239 1 
904 626 1 
904 358 1 
904 331 1 
482 522 1 
482 19 1 
470 787 1 
442 978 1 
442 191 1 
387 955 1 
387 873 1 
192 471 1 
192 58 1 
929 394 1 
959 917 1 
959 634 1 
959 18 1 
959 889 1 
150 166 1 
712 736 1 
712 145 1 
712 566 1 
835 944 1 
835 318 1 
835 767 1 
702 754 1 
702 964 1 
502 137 1 
502 634 1 
502 397 1 
502 529 1 
75 903 1 
75 376 1 
75 969 1 
357 51 1 
357 165 1 
635 222 1 
635 379 1 
784 672 1 
784 227 1 
92 845 1 
522 977 1 
884 66 1 
511 712 1 
511 826 1 
511 952 1 
891 946 1 
891 231 1 
891 682 1 
565 856 1 
626 133 1 
381 993 1 
381 76 1 
571 656 1 
571 464 1 
786 508 1 
786 464 1 
223 484 1 
223 846 1 
730 163 1 
730 439 1 
730 965 1 
730 578 1 
51 753 1 
600 85 1 
600 65 1 
666 639 1 
666 420 1 
481 416 1 
481 987 1 
481 8 1 
656 367 1 
656 434 1 
422 340 1 
416 116 1 
401 930 1 
169 85 1 
996 737 1 
512 689 1 
512 67 1 
512 467 1 
639 912 1 
639 235 1 
686 102 1 
686 454 1 
686 624 1 
801 200 1 
800 87 1 
800 194 1 
880 6 1 
880 591 1 
880 751 1 
733 53 1 
733 810 1 
258 737 1 
748 427 1 
748 747 1 
748 947 1 
660 626 1 
660 499 1 
660 96 1 
660 104 1 
934 138 1 
934 417 1 
917 529 1 
348 203 1 
348 33 1 
264 204 1 
432 17 1 
432 885 1 
432 628 1 
432 576 1 
790 82 1 
790 559 1 
790 379 1 
790 144 1 
738 696 1 
738 65 1 
636 868 1 
636 471 1 
343 707 1 
343 721 1 
585 78 1 
585 523 1 
553 876 1 
553 645 1 
294 566 1 
759 881 1 
759 318 1 
759 302 1 
496 493 1 
707 489 1 
707 624 1 
232 317 1 
232 952 1 
488 776 1 
796 85 1 
987 761 1 
987 870 1 
826 896 1 
826 900 1 
826 459 1 
568 939 1 
107 944 1 
107 427 1 
391 181 1 
391 302 1 
391 795 1 
519 922 1 
519 304 1 
773 428 1 
773 154 1 
479 137 1 
479 637 1 
319 697 1 
319 823 1 
319 142 1 
363 674 1 
703 557 1 
703 908 1 
703 68 1 
703 918 1 
703 262 1 
897 82 1 
897 96 1 
812 225 1 
694 539 1 
694 346 1 
384 646 1 
384 293 1 
384 503 1 
213 289 1 
213 793 1 
47 961 1 
47 203 1 
435 217 1 
615 62 1 
615 711 1 
912 390 1 
912 908 1 
912 674 1 
754 922 1 
754 695 1 
754 79 1 
90 217 1 
508 845 1 
508 778 1 
821 853 1 
821 605 1 
821 217 1 
504 507 1 
504 242 1 
504 840 1 
504 679 1 
298 892 1 
298 746 1 
424 426 1 
667 899 1 
667 21 1 
908 321 1 
908 142 1 
908 173 1 
182 2 1 
0 393 1 
132 449 1 
132 77 1 
623 625 1 
623 324 1 
623 423 1 
898 586 1 
410 253 1 
249 756 1 
750 566 1 
750 236 1 
853 254 1 
312 766 1 
724 892 1 
724 340 1 
127 177 1 
127 998 1 
127 799 1 
855 365 1 
53 430 1 
53 883 1 
676 752 1 
220 29 1 
220 181 1 
220 817 1 
56 521 1 
56 464 1 
56 74 1 
68 162 1 
345 437 1 
464 211 1 
464 438 1 
421 199 1 
421 291 1 
421 609 1 
787 56 1 
787 628 1 
787 378 1 
787 907 1 
828 292 1 
89 82 1 
562 946 1 
562 161 1 
50 225 1 
50 760 1 
704 577 1 
704 309 1 
367 143 1 
367 372 1 
367 382 1 
171 644 1 
171 535 1 
499 937 1 
499 39 1 
499 276 1 
507 900 1 
507 450 1 
975 856 1 
975 183 1 
389 964 1 
389 671 1 
137 615 1 
137 203 1 
137 530 1 
137 952 1 
242 566 1 
242 147 1 
242 86 1 
592 221 1 
592 655 1 
592 161 1 
518 686 1 
518 402 1 
518 227 1 
393 306 1 
485 240 1 
485 578 1 
226 325 1 
655 544 1 
655 763 1 
944 642 1 
560 200 1 
560 245 1 
471 151 1 
471 770 1 
757 689 1 
533 480 1 
533 645 1 
744 745 1 
744 860 1 
744 191 1 
690 497 1 
690 217 1 
255 585 1 
255 102 1 
255 148 1 
890 227 1 
890 797 1 
890 612 1 
890 95 1 
581 259 1 
581 480 1 
581 964 1 
78 235 1 
475 766 1 
475 457 1 
475 76 1 
8 989 1 
8 45 1 
19 2 1 
113 572 1 
580 543 1 
580 91 1 
580 979 1 
580 431 1 
580 45 1 
644 82 1 
270 973 1 
270 236 1 
270 333 1 
541 455 1 
541 197 1 
541 530 1 
541 414 1 
696 514 1 
696 869 1 
946 756 1 
161 547 1 
321 311 1 
356 147 1 
82 523 1 
989 282 1 
188 974 1 
188 251 1 
188 86 1 
402 168 1 
4 945 1 
165 680 1 
165 634 1 
317 581 1 
317 845 1 
480 984 1 
480 620 1 
480 783 1 
885 587 1 
885 254 1 
885 183 1 
455 771 1 
548 696 1 
548 227 1 
197 805 1 
628 761 1 
628 394 1 
881 590 1 
881 706 1 
894 28 1 
894 166 1 
894 758 1 
96 381 1 
96 376 1 
96 602 1 
515 198 1 
515 437 1 
697 108 1 
697 204 1 
840 618 1 
840 227 1 
840 870 1 
210 926 1 
210 474 1 
235 995 1 
739 139 1 
739 253 1 
439 695 1 
439 2 1 
439 779 1 
439 674 1 
119 217 1 
605 525 1 
605 658 1 
203 147 1 
126 927 1 
126 316 1 
126 994 1 
126 79 1 
417 854 1 
140 777 1 
434 900 1 
434 426 1 
715 433 1 
715 930 1 
15 514 1 
15 418 1 
436 845 1 
436 781 1 
436 306 1 
254 102 1 
254 342 1 
353 738 1 
353 535 1 
535 275 1 
535 531 1 
293 564 1 
293 795 1 
376 600 1 
376 645 1 
376 776 1 
376 154 1 
539 554 1 
346 180 1 
346 26 1 
931 809 1 
931 216 1 
931 846 1 
110 114 1 
110 813 1 
900 557 1 
900 714 1 
900 147 1 
503 482 1 
503 979 1 
503 275 1 
503 133 1 
503 282 1 
969 693 1 
156 732 1 
156 683 1 
39 425 1 
584 816 1 
525 731 1 
525 398 1 
525 658 1 
525 616 1 
265 859 1 
265 173 1 
693 989 1 
693 978 1 
693 250 1 
986 485 1 
986 926 1 
986 397 1 
714 308 1 
714 484 1 
714 95 1 
184 344 1 
184 130 1 
184 340 1 
184 941 1 
825 652 1 
995 447 1 
995 128 1 
344 970 1 
494 777 1 
494 45 1 
292 695 1 
292 509 1 
29 116 1 
29 155 1 
211 104 1 
637 371 1 
637 277 1 
604 859 1 
151 933 1 
625 958 1 
625 438 1 
752 459 1 
532 794 1 
532 319 1 
532 114 1 
129 314 1 
129 275 1 
129 994 1 
805 35 1 
805 102 1 
805 746 1 
59 28 1 
59 282 1 
59 993 1 
116 571 1 
116 695 1 
102 603 1 
102 377 1 
102 245 1 
130 834 1 
130 467 1 
130 248 1 
231 769 1 
419 843 1 
756 933 1 
489 813 1 
547 338 1 
547 109 1 
695 832 1 
695 913 1 
974 201 1 
385 640 1 
973 139 1 
973 426 1 
318 161 1 
318 204 1 
227 280 1 
824 998 1 
185 394 1 
185 229 1 
916 311 1 
797 960 1 
